AppID,CustomerName,normalized_customer,best_json_company,match_score,match_strategy,matched,OB Signed
101591,Rockaway Toys Ltd,rockaway toys ltd,Rockaway Toys Ltd,100.0,exact_normalized,True,Y
100261,Rony courier services limited,rony courier services ltd,BBD Services Ltd,89.7,fuzzy,True,Y
100131,Rosethorn Studios LTD,rosethorn studios ltd,Rosethorn Studios Ltd,100.0,exact_normalized,True,Y
100151,rothwell local store ltd,rothwell local store ltd,Rothwell Local Store Ltd,100.0,exact_normalized,True,Y
101811,rowley dunleavy services limited,rowley dunleavy services ltd,Rowley Dunleavy Services Limited,100.0,exact_normalized,True,Y
101724,Rsg motors ltd,rsg motors ltd,Ashby Street Motors Ltd,88.0,fuzzy,True,Y
101674,Rufus Stone Limited Editions Ltd,rufus stone ltd editions ltd,Rufus Stone Limited Editions Ltd,100.0,exact_normalized,True,Y
101435,sady cs ltd,sady cs ltd,Sady Cs Ltd,100.0,exact_normalized,True,Y
100409,Saffron private limited,saffron private ltd,Saffron Private Limited,100.0,exact_normalized,True,Y
101858,Sag Hussain Retail LTD,sag hussain retail ltd,Sag Hussain Retail Ltd,100.0,exact_normalized,True,Y
100098,Saint Giovanni De La Mode,saint giovanni de la mode,Saint Giovanni De La Mode,100.0,exact_normalized,True,Y
101663,Sanitaire limited,sanitaire ltd,Sanitaire Limited,100.0,exact_normalized,True,Y
100231,Scrandiggity LTD,scrandiggity ltd,Scrandiggity Ltd,100.0,exact_normalized,True,Y
100391,Scs Facilities services Ltd,scs facilities services ltd,SCS Facilities Services Ltd,100.0,exact_normalized,True,Y
101720,sds 2015 limited,sds 2015 ltd,HSIDS,75.0,fuzzy,False,Y
100141,Sercasa Ltd,sercasa ltd,Sercasa Ltd,100.0,exact_normalized,True,Y
101510,SERENIX LTD,serenix ltd,Serenix Ltd,100.0,exact_normalized,True,Y
101726,SERENIX LTD,serenix ltd,Serenix Ltd,100.0,exact_normalized,True,Y
101805,SF elections Hub limited,sf elections hub ltd,SF Elections Hub Limited,100.0,exact_normalized,True,Y
100400,SHAKESPEARES SHEPHERD HUTS LTD,shakespeares shepherd huts ltd,Shakespeares Shepherd Huts Ltd,100.0,exact_normalized,True,Y
100359,Shape London Designs Ltd,shape london designs ltd,We Design IT Ltd,78.6,fuzzy,False,Y
101475,shepsgourmetkitchen ltd,shepsgourmetkitchen ltd,Shepsgourmetkitchen Ltd,100.0,exact_normalized,True,Y
101782,shivay traders ltd,shivay traders ltd,Shivay Traders Ltd,100.0,exact_normalized,True,Y
101737,SHREEJI MOBILE REPAIR LIMITED,shreeji mobile repair ltd,SHREEJI MOBILE REPAIR Limited,100.0,exact_normalized,True,Y
100277,Sians Sweet Treats Limited,sians sweet treats ltd,Aksz Ltd,80.0,fuzzy,False,Y
101512,silk route import & export ltd,silk route import & export ltd,Silk Route Import & Export Ltd,100.0,exact_normalized,True,Y
101536,Simpli Print Group Ltd,simpli print group ltd,Simpli Print Group Ltd,100.0,exact_normalized,True,Y
100027,Simply local Richmond ltd,simply local richmond ltd,SIMPLY LOCAL RICHMOND Ltd,100.0,exact_normalized,True,Y
101694,Simply local Richmond ltd,simply local richmond ltd,SIMPLY LOCAL RICHMOND Ltd,100.0,exact_normalized,True,Y
100372,Sip Slurp LTD,sip slurp ltd,Slip Surp Ltd,92.3,fuzzy,True,Y
101535,Sip Slurp LTD,sip slurp ltd,Slip Surp Ltd,92.3,fuzzy,True,Y
101775,SLD Personnel Ltd,sld personnel ltd,SLD Personnel Ltd,100.0,exact_normalized,True,Y
101592,smart alloys south west limited,smart alloys south west ltd,Smart Alloys South West Limited,100.0,exact_normalized,True,Y
100144,SMITHSTRADES LTD,smithstrades ltd,Smiths Trades Limited,97.0,fuzzy,True,Y
101458,SMITHSTRADES LTD,smithstrades ltd,Smiths Trades Limited,97.0,fuzzy,True,Y
101759,SN star services ltd,sn star services ltd,SN Star Services Ltd,100.0,exact_normalized,True,Y
101554,snape's organic ltd,snape s organic ltd,Snapes Organic Ltd,97.3,fuzzy,True,Y
101701,Solaire tanning co limited,solaire tanning co ltd,Solaire Tanning Co Limited,100.0,exact_normalized,True,Y
101738,Solaire tanning co limited,solaire tanning co ltd,Solaire Tanning Co Limited,100.0,exact_normalized,True,Y
101812,SOLICAL STADIUMS LTD,solical stadiums ltd,SOLICAL STADIUMS Ltd,100.0,exact_normalized,True,Y
101601,Something a bit different ltd,something a bit different ltd,Something A Bit Different Ltd,100.0,exact_normalized,True,Y
100160,South coast auto ltd,south coast auto ltd,South Coast Auto Ltd,100.0,exact_normalized,True,Y
101595,Southend Rasoi ltd,southend rasoi ltd,Aksz Ltd,75.0,fuzzy,False,Y
101716,SOUTHERN DRAIN SOLUTIONS LIMITED,southern drain solutions ltd,SOUTHERN DRAIN SOLUTIONS Limited,100.0,exact_normalized,True,Y
101590,Spencers Group Ltd,spencers group ltd,Spencers Group Ltd,100.0,exact_normalized,True,Y
101616,Spooktacular Ghost Hunting Events UK LTD,spooktacular ghost hunting events uk ltd,Spooktacular Ghost Hunting Events UK Ltd,100.0,exact_normalized,True,Y
100374,St. Mark & Cee Healthcare LTD,st mark & cee healthcare ltd,Anthony Healthcare Ltd,81.1,fuzzy,False,Y
101453,Standout Aesthetics,standout aesthetics,Standout Aesthetics Limited,100.0,fuzzy,True,Y
100236,Staplehurst Coffee Ltd T/A Kin Coffee,staplehurst coffee ltd t a kin coffee,Staplehurst Coffee Ltd,100.0,fuzzy,True,Y
101457,Star Marketing Solutions Ltd,star marketing solutions ltd,Star Marketing Solutions Ltd,100.0,exact_normalized,True,Y
101467,Starks flooring ltd,starks flooring ltd,Starks Flooring Ltd,100.0,exact_normalized,True,Y
100200,stevenson property services ltd,stevenson property services ltd,STEVENSON PROPERTY SERVICES Ltd,100.0,exact_normalized,True,Y
101600,stockport jungle ltd,stockport jungle ltd,Stockport Jungle Ltd,100.0,exact_normalized,True,Y
101799,Stormhold hospitality Ltd,stormhold hospitality ltd,Stormhold Hospitality Ltd,100.0,exact_normalized,True,Y
101440,Strikeclub,strikeclub,STRIKECLUB Ltd,100.0,fuzzy,True,Y
100420,studio 444 by Exec Connective.com,studio 444 by exec connective com,Studio 444 By Exec Connective.com,100.0,exact_normalized,True,Y
101452,Suede Hosting LTD,suede hosting ltd,Suede Hosting Ltd,100.0,exact_normalized,True,Y
101445,T&L Hurley Ltd,t&l hurley ltd,T & L Hurley Ltd,93.3,fuzzy,True,Y
100371,T44J LTD,t44j ltd,T44J Ltd,100.0,exact_normalized,True,Y
100344,tag,tag,Beddoes Removals And Stotage,100.0,fuzzy,True,Y
101832,TASTE OF BENGAL BROADWAY LTD,taste of bengal broadway ltd,TASTE OF BENGAL BROADWAY Ltd,100.0,exact_normalized,True,Y
100293,Tataru Media Limited,tataru media ltd,ELIJA Limited,82.4,fuzzy,False,Y
101429,TC TO BUILD LTD,tc to build ltd,TTND Ltd,76.9,fuzzy,False,Y
100101,Tcom fibre ltd,tcom fibre ltd,MBRB Limited,80.0,fuzzy,False,Y
101437,Techara Limited,techara ltd,TECHARA Limited,100.0,exact_normalized,True,Y
100416,the alex southampton ltd,alex southampton ltd,Alex Sounthhampton,94.1,fuzzy,True,Y
100259,The baguette deli,baguette deli,Deli Ice Limited,56.0,fuzzy,False,Y
101539,The Body Fix Coach Limited,body fix coach ltd,The Body Fix Coach Limited,100.0,exact_normalized,True,Y
100325,The Boot Country Pub Ltd,boot country pub ltd,The Boot Country Pub Ltd,100.0,exact_normalized,True,Y
100387,The Boot Country Pub Ltd,boot country pub ltd,The Boot Country Pub Ltd,100.0,exact_normalized,True,Y
100152,The Bunker Publishing Ltd,bunker publishing ltd,Bunker Publishing,100.0,fuzzy,True,Y
100393,The Bunker Publishing Ltd,bunker publishing ltd,Bunker Publishing,100.0,fuzzy,True,Y
101652,The CEO Lounge Ltd,ceo lounge ltd,The CEO Lounge Ltd,100.0,exact_normalized,True,Y
101802,The CEO Lounge Ltd,ceo lounge ltd,The CEO Lounge Ltd,100.0,exact_normalized,True,Y
101606,the comfy clothing wardrobe ltd,comfy clothing wardrobe ltd,The Comfy Clothing Wardrobe Ltd,100.0,exact_normalized,True,Y
100402,The Coven Ltd,coven ltd,The Coven Ltd,100.0,exact_normalized,True,Y
101767,The Daisy Patch,daisy patch,The Daisy Patch,100.0,exact_normalized,True,Y
101526,The Fuel Agency (UK) Ltd,fuel agency uk ltd,The Fuel Agency (UK) Ltd,100.0,exact_normalized,True,Y
101459,The Gangway Sheringham Limited,gangway sheringham ltd,The Gangway Sheringham Limited,100.0,exact_normalized,True,Y
101421,The Gluten Free World Ltd,gluten free world ltd,The Gluten Free World Ltd,100.0,exact_normalized,True,Y
101549,The Gluten Free World Ltd,gluten free world ltd,The Gluten Free World Ltd,100.0,exact_normalized,True,Y
100036,The Harbour Galley,harbour galley,Harley Street Hair Transplants,60.0,fuzzy,False,Y
101690,THE HIVE SCOTLAND LTD,hive scotland ltd,THE HIVE SCOTLAND Ltd,100.0,exact_normalized,True,Y
100185,The Hop House,hop house,THE HOP HOUSE Ltd,100.0,fuzzy,True,Y
101708,The House Of Dosai,house of dosai,The House Of Dosai,100.0,exact_normalized,True,Y
101619,The nail label ltd,nail label ltd,The Nail Label Limited,100.0,exact_normalized,True,Y
101817,The spirits corner hull Ltd,spirits corner hull ltd,The Spirits Corner Hull Ltd,100.0,exact_normalized,True,Y
101731,THE SUMI GROUP LTD,sumi group ltd,THE SUMI GROUP Ltd,100.0,exact_normalized,True,Y
100110,The Thirsty Turtle Limited,thirsty turtle ltd,THE THIRSTY TURTLE Limited,100.0,exact_normalized,True,Y
101707,The Vault TCC,vault tcc,Blisshealth Concepts Limited,66.7,fuzzy,False,Y
101618,Them Paint guys Limited,them paint guys ltd,Them Paint Guys Limited,100.0,exact_normalized,True,Y
101587,Thor Ltd,thor ltd,Thor Ltd,100.0,exact_normalized,True,Y
101432,TJH asset management ltd,tjh asset management ltd,Els Management Ltd,91.4,fuzzy,True,Y
101656,Total Maths Tutoring Ltd,total maths tutoring ltd,Total Math Tutoring Ltd,97.9,fuzzy,True,Y
101757,Totes Luxe UK LTD,totes luxe uk ltd,Totes Luxe UK Ltd,100.0,exact_normalized,True,Y
101722,Town Flooring Ltd,town flooring ltd,Town Flooring Ltd,100.0,exact_normalized,True,Y
100278,Tr property development est 2019 ltd,tr property development est 2019 ltd,Aksz Ltd,66.7,fuzzy,False,Y
100240,TradeDesk Team Ltd,tradedesk team ltd,TradeDesk Team Ltd,100.0,exact_normalized,True,Y
100304,TradeDesk Team Ltd,tradedesk team ltd,TradeDesk Team Ltd,100.0,exact_normalized,True,Y
100388,TradeDesk Team Ltd,tradedesk team ltd,TradeDesk Team Ltd,100.0,exact_normalized,True,Y
100314,Trending Furnishings ltd,trending furnishings ltd,Aksz Ltd,76.9,fuzzy,False,Y
100279,Trident Software Systems Ltd,trident software systems ltd,Aksz Ltd,76.9,fuzzy,False,Y
101710,Trim fadeys limited,trim fadeys ltd,Trim Fadeys Limited,100.0,exact_normalized,True,Y
101816,Trim fadeys limited,trim fadeys ltd,Trim Fadeys Limited,100.0,exact_normalized,True,Y
100358,Triple 7 Marketing Ltd,triple 7 marketing ltd,Mecn Marketing Ltd,87.5,fuzzy,False,Y
101503,TTND LTD,ttnd ltd,TTND Ltd,100.0,exact_normalized,True,Y
101604,Uban limited,uban ltd,Uban Limited,100.0,exact_normalized,True,Y
101620,ULTIMATE 2020 GROUP LTD t/a TRADE-GLAZE,ultimate 2020 group ltd t a trade glaze,Ultimate 2020 Group TA Trade Glaze,95.4,fuzzy,True,Y
100274,Unstoppable Caterings Ltd,unstoppable caterings ltd,Aksz Ltd,76.9,fuzzy,False,Y
100375,usedemand ltd,usedemand ltd,TTND Ltd,85.7,fuzzy,False,Y
101426,usedemand ltd,usedemand ltd,TTND Ltd,85.7,fuzzy,False,Y
101498,UTeachMi,uteachmi,Uteachmi Ltd,100.0,fuzzy,True,Y
101577,vagemanfish lrd,vagemanfish lrd,Vagemanfish Ltd,93.3,fuzzy,True,Y
100360,valtchev group ltd,valtchev group ltd,WMJ Group Limited,87.0,fuzzy,False,Y
101704,Vehicles For Hire Ltd,vehicles for hire ltd,Vehicles For Hire Ltd,100.0,exact_normalized,True,Y
100124,Verve GB,verve gb,Verve GB,100.0,exact_normalized,True,Y
100154,Victory and Joel Limited,victory and joel ltd,Victory And Joel Ltd,100.0,exact_normalized,True,Y
100334,Virtual Oath Studios Ltd,virtual oath studios ltd,Bound Studios Ltd,82.8,fuzzy,False,Y
101578,vision et consilium ltd,vision et consilium ltd,Vision ET Consilium Ltd,100.0,exact_normalized,True,Y
101624,vision et consilium ltd,vision et consilium ltd,Vision ET Consilium Ltd,100.0,exact_normalized,True,Y
101496,Vision Science Academy,vision science academy,Vision Science Academy,100.0,exact_normalized,True,Y
101702,VLD ORAL CARE LTD,vld oral care ltd,VLD ORAL CARE Ltd,100.0,exact_normalized,True,Y
101525,Voltanic Ltd,voltanic ltd,Voltanic Ltd,100.0,exact_normalized,True,Y
101548,We design it ltd,we design it ltd,We Design IT Ltd,100.0,exact_normalized,True,Y
101572,We Style any dog limited,we style any dog ltd,We Style Any Dog Limited,100.0,exact_normalized,True,Y
101427,Weird.inc LTD,weird inc ltd,Weird Inc Ltd,100.0,exact_normalized,True,Y
100367,Wet seafood & wild meat supplies ltd,wet seafood & wild meat supplies ltd,MYM SUPPLIERS Ltd,86.7,fuzzy,False,Y
100040,White Canvas Bridal Ltd,white canvas bridal ltd,White Canvas Bridal Ltd,100.0,exact_normalized,True,Y
101462,White Canvas Bridal Ltd,white canvas bridal ltd,White Canvas Bridal Ltd,100.0,exact_normalized,True,Y
101763,White Oak Design Studio LTD,white oak design studio ltd,White Oak Design Studio Ltd,100.0,exact_normalized,True,Y
101580,WHITE SEA TECHNOLOGIES LIMITED,white sea technologies ltd,White Sea Technologies Limited,100.0,exact_normalized,True,Y
101584,Wigporium Limited,wigporium ltd,Wigporium Ltd,100.0,exact_normalized,True,Y
100204,Wild Bru and Lavers Ltd,wild bru and lavers ltd,Wild Bru And Lavers Ltd,100.0,exact_normalized,True,Y
101672,WIMB Lifestyle,wimb lifestyle,WIMB Lifestyle,100.0,exact_normalized,True,Y
101741,Winfresh Construction Limited,winfresh construction ltd,Winfresh Construction Limited,100.0,exact_normalized,True,Y
101696,Witches Tea,witches tea,Witches Tea,100.0,exact_normalized,True,Y
101764,Witham pizza ltd,witham pizza ltd,WItham Pizza Ltd,100.0,exact_normalized,True,Y
101847,WMJ group limited,wmj group ltd,WMJ Group Limited,100.0,exact_normalized,True,Y
100136,Wyevalleycatering ltd,wyevalleycatering ltd,Wyevalleycatering Ltd,100.0,exact_normalized,True,Y
100319,Wyevalleycatering ltd,wyevalleycatering ltd,Wyevalleycatering Ltd,100.0,exact_normalized,True,Y
101558,Wyevalleycatering ltd,wyevalleycatering ltd,Wyevalleycatering Ltd,100.0,exact_normalized,True,Y
101781,Wyevalleycatering ltd,wyevalleycatering ltd,Wyevalleycatering Ltd,100.0,exact_normalized,True,Y
100242,X76 CHESTER LTD,x76 chester ltd,Hussains Leicester Ltd,80.0,fuzzy,False,Y
100392,Xtcclothing,xtcclothing,XTC Clothing,95.7,fuzzy,True,Y
101513,xydrobe ltd,xydrobe ltd,Xydrobe Ltd,100.0,exact_normalized,True,Y
100158,YLK GROUP LTD,ylk group ltd,YLK GROUP Ltd,100.0,exact_normalized,True,Y
101637,YOGA MANAGEMENT LTD,yoga management ltd,Yoga Management Ltd,100.0,exact_normalized,True,Y
101613,Ys Traders Ltd,ys traders ltd,YS Traders Limited,100.0,exact_normalized,True,Y
101770,ZAHRAS KEIGHLEY LTD,zahras keighley ltd,KAHRAS KEIGHLEY Ltd,97.3,fuzzy,True,Y
101481,Zainobu limited,zainobu ltd,Zainobu Ltd,100.0,exact_normalized,True,Y
101579,Zainobu limited,zainobu ltd,Zainobu Ltd,100.0,exact_normalized,True,Y
No filters applied,nan,nan,BK Maintenance Services Limited,100.0,fuzzy,True,
