Directors Score,Total Revenue,Total Debt,Debt-to-Income Ratio,Operating Margin,Debt Service Coverage Ratio,Cash Flow Volatility,Revenue Growth Rate,Average Month-End Balance,Average Negative Balance Days per Month,Number of Bounced Payments,Company Age (Months),Sector_Risk,synthetic_id,scenario_name,generated_at,data_source,synthetic_label_type,synthetic_pd,synthetic_outcome
45,0.0,0.0,0.0,0.0013286572308429667,10.0,0.7867676024364619,-1.0,3284.1444826949896,0.0,1,13,0,syn_29,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.22622582027424099,1
64,736885.8503250633,0.0,0.0,-0.3137418802037486,10.0,0.5773063403245314,-0.37747124832859674,-117.26426535839255,14.707768960498749,38,37,0,syn_30,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
69,495468.8589527377,110449.1693424191,0.2229184889154754,-1.0,0.0,1.201150200145228,3.49959782808459,3459.161014122789,1.091441791501127,0,190,0,syn_31,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,0
35,318908.9295814885,20021.62634055359,0.06278164229151072,-0.14177293065421084,0.0,1.0164532753609934,-1.0,12316.337741779455,0.0,4,126,0,syn_32,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
38,162050.5643650425,0.0,0.0,0.09573571361829723,10.0,0.36097741186161536,2.8939180187279754,-2518.7577719158253,2.0,5,47,0,syn_33,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
64,79819.34264204484,0.0,0.0,-0.025791029613215846,10.0,1.2602673302834488,-1.0,2487.423760006307,1.4303684681650588,0,7,0,syn_34,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.20929618633692462,1
75,0.0,0.18710942509302986,0.0,-0.22725227658910332,0.0,0.6598825064732603,3.670272915062838,2096.044174727447,3.9748283630713424,0,0,0,syn_35,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.19093183765915772,1
40,1445591.9961971757,0.0,0.0,-0.0565488788764484,10.0,0.47692632706175636,0.20691726699579013,9933.888989129011,1.5807150034561679,2,31,0,syn_36,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
57,441300.35872974497,0.0,0.0,-0.3332131687035005,10.0,0.9024813535060658,2.3217430978651765,-542.0128809718856,1.9176967046640894,0,52,0,syn_37,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2074023628795299,1
58,380777.08937822265,0.0,0.0,-0.019356033439911585,10.0,0.8022740832479726,-0.46679162656628015,22777.355992286713,0.6136834986197557,0,18,0,syn_38,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
58,345473.64854252926,0.0,0.0,-0.10508035352243486,10.0,1.0000726820229082,2.1832029801627555,3633.764423914793,2.0,5,16,0,syn_39,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.21664192580803138,0
55,18031.634294647876,0.0,0.0,-0.12436784907526516,10.0,1.7077014561428856,-0.4940583637064967,160.2186236237014,16.66740335749935,0,23,0,syn_40,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.25107507957884434,1
61,0.0,0.0,0.10968558416595992,0.06190339382325005,10.0,0.6957120698772762,0.6029153255265565,-1790.7900364413535,3.250206629114469,0,52,0,syn_41,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
84,171178.71601785408,0.0,0.0,-0.11722550886437447,10.0,0.7203918537454085,2.0936113905755547,-1076.7321721955764,20.29541879915142,0,48,0,syn_42,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
74,0.0,0.0498072244613884,0.3642597701626218,-0.18559735277110295,0.0,0.47519571688435763,-0.9452432141259823,1153.5347404953186,2.010806339984586,0,28,0,syn_43,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2031556072477963,1
58,728432.1048087181,0.0,0.0,-0.01673293748467631,10.0,0.6207745262190926,-1.0,1380.262766254328,0.0,0,17,0,syn_44,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.20464771057786485,1
55,22225.606789847254,3173.0171344265827,0.1427640272964799,-0.33869790386395704,0.0,1.2104922705275476,-1.0,80946.69525113991,1.2005719075968693,0,16,0,syn_45,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.18880845984329092,1
47,0.0,0.27252852796066823,0.0,-0.2657888831199138,0.0,0.8417210554396384,-0.6322298407092868,-2474.602095166505,1.5138704296775796,0,20,0,syn_46,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.24539360920666017,1
73,922991.3590620062,0.0,0.0,-0.12072349196182258,10.0,0.4504169460511776,-0.6861219537515132,1064.918297082921,5.118578161564954,0,56,0,syn_47,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.18783285381978454,1
82,876287.1349283698,292309.69122608943,0.33357752222390397,-0.07289418236973992,0.0,0.3185085696390309,-1.0,5514.98042053264,1.5980553569288907,0,51,0,syn_48,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.18329915523996088,1
69,0.0,0.0,0.0,-0.5660101216572925,10.0,0.539106947366856,-1.0,-6800.216737233745,22.880549501674302,0,54,0,syn_49,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2335141711557297,1
55,390338.6136902823,186004.33439964065,0.4765204565368147,0.07660836789653894,0.16076616826337736,0.6894708354731607,1.8793106329901779,1157.372352478998,4.649727653358745,0,36,0,syn_50,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
76,381059.94848650205,0.0,0.0,-0.4148987203750897,10.0,0.930883881873659,3.455143841875218,-4009.518475467671,1.3548775126202128,0,0,0,syn_51,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.18611119613124388,1
40,0.0,0.0,0.22259317833205272,-0.04751842192680755,10.0,1.7622713384965678,5.0,-2262.6828018617384,0.0,1,25,0,syn_52,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2355801603819785,1
66,5031.6004625362,0.0,0.0,-0.2617652583507767,10.0,0.6233063299936882,-1.0,4967.515886813888,1.5374576316720039,0,58,0,syn_53,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
60,0.0,0.0,0.0,0.07352889051802562,10.0,1.731316232650333,-1.0,-2544.4203223525533,8.340202054744948,2,28,0,syn_54,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.23758876101860923,1
73,220432.4030423141,34289.02691678733,0.1555534778169851,-0.026896344815893036,0.0,0.4762078789038474,2.1206486628132994,1387.0720725938704,20.577933215454053,0,15,0,syn_55,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.21446115940254654,1
63,914743.464845686,0.0,0.0,-0.09789026145620136,10.0,1.6966219849282091,5.0,2977.8099876310657,21.102786481574277,2,16,0,syn_56,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
64,522064.2771165474,130481.11885537334,0.24993305340875543,-0.15776523596451902,0.0,1.0991898281724533,1.2479049092393808,-2944.706735626534,0.1102095131629412,0,15,0,syn_57,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.21893746939275224,1
73,815825.6384739671,41641.92975071333,0.05104268337117493,0.11252809433113929,2.204588138771064,0.7705143793502905,-1.0,1426.1727608347517,4.579586438965292,0,27,0,syn_58,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,0
49,960423.0457163176,2198.4926943572787,0.002289087818293203,0.15775441191708983,68.91584091112554,1.0145578611432595,-1.0,-476.4072948904106,10.016669861431236,0,42,0,syn_59,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
79,0.0,0.0,0.19914027717998473,0.10507515390666433,10.0,0.5033672092702297,-1.0,-2592.032994682162,8.565287736935161,0,22,0,syn_60,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.18846412830558282,1
72,0.0,0.0,0.0,0.04075612657664458,10.0,0.7212714034639528,-0.13421455000367877,-315.8123864309416,3.6722319364329357,2,24,0,syn_61,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
67,398980.96350658487,0.0,0.0,-0.01595303231323325,10.0,0.37203897628659016,-1.0,4155.8033178710375,2.0,8,36,0,syn_62,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.20929618633692462,1
63,220924.36653240872,0.0,0.0,0.1689488205394591,10.0,0.6435881301771724,-0.7506926683348757,2843.0330606024318,6.421608250792391,0,80,0,syn_63,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.19735935969637614,1
65,864262.5269341964,22653.673582628606,0.026211565209228863,-0.11485639435628754,0.0,1.8353348776433,1.7041837068670256,1856.1381692488587,0.0,0,40,0,syn_64,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.22025740695396673,1
56,288882.1873565253,19446.573968215253,0.06731662532108694,-0.2040891105166181,0.0,0.6178432605744366,-1.0,-4139.279492102309,15.230708430561654,1,27,0,syn_65,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.25228023996082277,0
69,0.0,0.0,0.0,-0.047950130565765615,10.0,0.17101984470308926,1.5996198773906365,421.3400908532509,0.0,0,13,0,syn_66,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.17669946743388837,1
56,0.0,0.0,0.04511196790203614,0.10100974213096528,10.0,0.5924115965111452,-1.0,4809.770429524242,2.1407949857003676,0,0,0,syn_67,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
33,0.0,0.0,0.0,-0.08955685728443605,10.0,0.4606164391693974,-1.0,-713.2919344850845,2.0,21,15,0,syn_68,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.3015770384427033,1
65,0.0,0.3176552214298525,0.0,-0.13053198667401816,0.0,0.6194507698991653,0.16087719690852528,1560.6997056910218,1.0092133637773482,0,64,0,syn_69,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
55,647581.33071911,186024.44056589023,0.2872603513126582,0.01852500936224316,0.06448857030770766,0.29520367452122626,-0.6739561644636509,-2870.7371315016107,24.310981466116402,0,34,0,syn_70,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,0
80,0.0,0.08275846343804279,0.0,-0.08020546957550646,0.0,0.8160967382274176,2.4391175253055852,3318.0080282981535,9.408067912413326,1,1,0,syn_71,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.19684286238981397,1
37,435843.52053333365,18445.746184102543,0.042321946559010046,0.49513073902772264,11.69914853366575,0.7757106499049478,0.6657833100361294,-1057.5727590887782,0.4426264594139979,0,27,0,syn_72,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.21916702375122435,1
46,0.0,0.09035372018819683,0.09550586745335905,-0.19861059469330283,0.0,1.2883410137054279,5.0,4157.770771185287,5.843623550079441,0,48,0,syn_73,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
50,0.0,0.0,0.0,0.05557797885115609,10.0,0.9805422956604997,2.418477794475933,-117.42639638561785,10.627285574364436,0,40,0,syn_74,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,0
56,0.0,0.0,0.220935843080506,-0.09711115871831125,10.0,1.558522114516288,3.611982536787714,-2664.725733638978,17.30244848457128,1,24,0,syn_75,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.23999908178256615,0
44,0.0,0.06620803099923912,0.0,-0.06857260049214985,0.0,0.8739417950133301,4.183569532246446,2690.2429299359105,0.0,0,25,0,syn_76,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.22329900220372187,0
73,62579.37509824942,0.0,0.0,-1.0,10.0,1.2191353742803648,-0.9825783384439082,436.91944800257824,1.8831398655761926,0,187,0,syn_77,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
63,0.0,0.2884609582372489,0.0,-0.03380861672343628,0.0,0.6991174685791993,-0.6489323244466865,-1174.8000032345353,6.222734486875132,1,32,0,syn_78,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
68,655078.3105943514,0.0,0.0,-0.06807798717349858,10.0,0.6931080087482345,-0.23495940509541488,3943.618847105546,9.265258572246466,9,49,0,syn_79,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
65,0.0,0.0,0.19722726339215357,-1.0,10.0,0.7404514158637716,-1.0,8382.972169736882,1.9976078996910833,4,76,0,syn_80,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.22375811092066605,1
59,0.0,0.10851889265839201,0.0,0.4887053849291618,0.0,0.8882342936864094,-0.7419510136359889,4211.009588700348,12.851415146749837,3,134,0,syn_81,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,0
75,219758.797501187,0.0,0.0,0.028077467798159617,10.0,0.8272291518015609,-0.18840175654152413,2811.0122745840686,0.04873113263057527,1,47,0,syn_82,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.18249571498530856,1
68,0.0,0.0,0.0,-0.0008634117507541894,10.0,0.3951084259491805,2.8698736380276753,7491.519720902117,0.0,3,110,0,syn_83,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
80,211045.1751539568,4659.697049615763,0.022079145122443706,-0.25085762453769433,0.0,0.6026341265086077,1.50304398598868,-978.9096754698112,1.2143766922495378,0,112,0,syn_84,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.18261049216454459,1
81,0.0,0.24525859112978995,0.3158371005963264,-0.012682288214282064,0.0,0.8663558401413303,3.0500974806369054,-3751.1445118388046,22.63475330938297,1,36,0,syn_85,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,0
65,0.0,0.0,0.2607130135616175,0.0012067915952479191,10.0,0.7054082850603355,-1.0,66.00563489709367,0.23447350769062636,2,23,0,syn_86,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.20504943070519102,0
75,285204.32070985716,25686.486677679513,0.09006345560876261,-0.21780315161521455,0.0,1.089037758002164,0.2800051561579785,-642.8649926491865,2.4254718829823054,0,28,0,syn_87,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.207574528648384,1
71,0.0,0.0,0.0,-0.05050361365919684,10.0,1.1895870597795575,-0.8099805842652859,6142.180525759497,0.0,0,55,0,syn_88,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
62,0.0,0.0,0.0029055763875137767,0.14370073932722446,10.0,0.3565669067248348,2.1796770957241405,4051.7930029526588,0.24258147116034434,2,110,0,syn_89,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
30,326217.5281685345,87.41629927467186,0.0002679693508973858,0.10127452163688463,377.93322742967706,0.6105779969535503,-1.0,-1127.6845294082211,3.664435770189215,0,19,0,syn_90,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
61,1141142.9044567908,0.0,0.0,-0.12802384686037238,10.0,0.8709064016833447,-1.0,-2204.601994564007,2.1381701112247784,0,75,0,syn_91,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,0
60,613550.9493073663,0.0,0.0,0.2371228210674421,10.0,0.5222352362562941,0.30641417869929877,-1230.3347153634068,2.0,13,51,0,syn_92,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
37,718145.8771420827,0.0,0.0,-0.019498670346778928,10.0,1.295350938787743,-1.0,-1845.4619421643802,3.9570685004326647,0,20,0,syn_93,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2525097943192949,1
42,232002.03220420194,0.0,0.0,-0.6116943836087769,10.0,1.0908324296191771,5.0,381.88940169395,3.5533312957839476,0,43,0,syn_94,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.22966913565132227,1
76,0.0,0.0,0.0,-0.5054671555417166,10.0,0.7599486037097172,0.18899592424186637,2736.2894403333476,14.04165996326876,2,31,0,syn_95,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.21096045543584724,1
39,363664.23400295526,40696.96405477157,0.11190807412323328,0.02685373859355461,0.23996247638024087,0.9572898198365222,-1.0,464.9848449761638,0.43098701373820897,0,37,0,syn_96,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.24986991919686585,1
39,393705.36010545917,100550.83967765991,0.25539616643960866,0.10959339902299566,0.42911137058476667,0.6665080674473285,2.4041363921508085,7733.102154071761,7.456802235073612,0,79,0,syn_97,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.234202834231146,1
71,449013.12368327234,0.0,0.0,-0.2428777567137094,10.0,0.6845658257099065,3.9855456195102423,-471.9337364176841,6.792792316400783,0,112,0,syn_98,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
63,714815.2998770825,0.0,0.0,0.3386860541162951,10.0,0.5626939124945607,1.7947964866858572,8325.788881851886,3.1795105163701383,6,18,0,syn_99,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
69,0.0,0.004671063222911091,0.0,0.20259066270375045,0.0,0.3670512149702678,2.581354518880378,-2136.975297184355,0.0,1,108,0,syn_100,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,0
81,0.0,0.0,0.4007018820802684,-0.8168077064197737,10.0,0.6017855747314019,0.03583867195562451,22921.955486563984,0.33956062562321804,1,116,0,syn_101,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,0
61,0.0,0.0,0.010696325364380045,-0.2369943938330859,10.0,1.038814091558905,-1.0,-5071.705363878843,0.9367567953107248,2,56,0,syn_102,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
41,0.0,0.1609140603169673,0.0,0.01558031614764363,0.0,1.0701913888975076,1.0173298120609577,1338.0456725319598,2.0,10,35,0,syn_103,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.27144802889324193,1
55,180856.6796379996,8274.917566555368,0.0457540057857876,0.04626462877764476,1.011160181127043,0.3136156455941836,-0.22735992125184395,240.3307137608931,21.678725836914616,0,43,0,syn_104,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,0
66,695150.9967341865,65142.986200231855,0.09371055570124052,-0.092339359350901,0.0,0.48987482601125715,-1.0,528.0667229994073,12.193958691802106,0,43,0,syn_105,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
74,176265.46644244014,32289.37639201573,0.18318606045591973,-0.04991159721058641,0.0,0.9599042417734953,-1.0,899.1233355653465,2.5212042775737693,1,26,0,syn_106,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
79,0.0,0.0,0.0,-0.002974741804262035,10.0,0.6508261816465792,-0.40679404093485694,81.23861351298342,4.292449045238908,3,33,0,syn_107,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.18892323702252697,0
57,0.0,0.16582421421321059,0.08097101752714178,-0.23765351474802937,0.0,1.1895744171912226,3.3346573394975145,-2950.4220372241657,25.076140018587324,3,93,0,syn_108,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,0
68,0.0,0.0,0.0,-0.8030358746746791,10.0,0.6112654652549574,0.3593529210647353,7985.112636890446,0.0,3,17,0,syn_109,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.20591025954946135,0
55,0.0,0.37246351227897606,0.12053048926129979,-0.059556769910069515,0.0,0.6731389725352667,3.4937333995330113,19931.635376523885,3.5002746327956498,0,28,0,syn_110,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
70,143474.12989242442,0.0,0.0,-0.010501713709002922,10.0,1.0650810676057494,-1.0,2389.807008238268,1.8028518510440175,0,50,0,syn_111,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,0
43,450239.1056598733,0.0,0.0,0.07073922346403282,10.0,0.4707578973957221,0.8632975921776096,-2073.096414280995,1.0865646317579167,2,50,0,syn_112,adverse_case,2026-03-12T21:20:16Z,synthetic,rule_based,0.2869429480901078,1
