original_filename,clean_company_name,proposed_filename,collision_group_size,collision_status,would_rename,file_size,last_modified
Noble Executive Limited Combined.json,Noble Executive Limited Combined,Noble Executive Limited Combined.json,1,unique,False,883205,1725271967.0
Noble Executive Limited P1 - 01.json,Noble Executive Limited P1,Noble Executive Limited P1 - 01.json,2,collision_numbered,False,213057,1725011053.0
Noble Executive Limited P1 - 02.json,Noble Executive Limited P1,Noble Executive Limited P1 - 02.json,2,collision_numbered,False,335994,1771591441.9332325
Northwest Cleaning Experts.json,Northwest Cleaning Experts,Northwest Cleaning Experts.json,1,unique,False,135392,1775829906.0
Nova Pubs Ltd.json,Nova Pubs Ltd,Nova Pubs Ltd.json,1,unique,False,351314,1773240734.0
OBdata.json,OBdata,OBdata.json,1,unique,False,2124221,1749478010.0
Palmcoco Ltd - 01.json,Palmcoco Ltd,Palmcoco Ltd - 01.json,3,collision_numbered,False,629218,1722327401.0
Palmcoco Ltd - 02.json,Palmcoco Ltd,Palmcoco Ltd - 02.json,3,collision_numbered,False,1008022,1771591442.1132057
Palmcoco Ltd - 03.json,Palmcoco Ltd,Palmcoco Ltd - 03.json,3,collision_numbered,False,1009468,1726256744.0
Phone Expert Services Ltd 2.json,Phone Expert Services Ltd 2,Phone Expert Services Ltd 2.json,1,unique,False,1418831,1771591292.129516
Phone Expert Services Ltd.json,Phone Expert Services Ltd,Phone Expert Services Ltd.json,1,unique,False,1432767,1771591292.1458821
PJ Photography Liverpool Limited - 01.json,PJ Photography Liverpool Limited,PJ Photography Liverpool Limited - 01.json,2,collision_numbered,False,5488117,1719241514.0
Platform 10 Ltd - 01.json,Platform 10 Ltd,Platform 10 Ltd - 01.json,2,collision_numbered,False,218021,1771591442.159628
Platform 10 Ltd - 02.json,Platform 10 Ltd,Platform 10 Ltd - 02.json,2,collision_numbered,False,218695,1726256745.0
Quantome Commerce.json,Quantome Commerce,Quantome Commerce.json,1,unique,False,1008392,1771591292.246119
R A F Chilamena Limited - 01.json,R A F Chilamena Limited,R A F Chilamena Limited - 01.json,2,collision_numbered,False,1976574,1726817496.0
R A F Chilamena Limited - 02.json,R A F Chilamena Limited,R A F Chilamena Limited - 02.json,2,collision_numbered,False,3145436,1771591442.18322
R&K BRICKWORK Ltd 2.json,R&K BRICKWORK Ltd 2,R&K BRICKWORK Ltd 2.json,1,unique,False,897429,1771591292.279381
Retro Relics Games Cafe.json,Retro Relics Games Cafe,Retro Relics Games Cafe.json,1,unique,False,3416978,1772012962.0
RJ ELITE PROPERTY MANAGEMENT - 01.json,RJ ELITE PROPERTY MANAGEMENT,RJ ELITE PROPERTY MANAGEMENT - 01.json,4,collision_numbered,False,1884637,1771591292.301967
RJ ELITE PROPERTY MANAGEMENT - 02.json,RJ ELITE PROPERTY MANAGEMENT,RJ ELITE PROPERTY MANAGEMENT - 02.json,4,collision_numbered,False,2158517,1771591292.3126333
RJ ELITE PROPERTY MANAGEMENT - 03.json,RJ ELITE PROPERTY MANAGEMENT,RJ ELITE PROPERTY MANAGEMENT - 03.json,4,collision_numbered,False,2447171,1771591292.3126333
RJ Elite Property Management 2.json,RJ Elite Property Management 2,RJ Elite Property Management 2.json,1,unique,False,1679191,1771591292.3277056
Rosethorn Studio Ltd - 01.json,Rosethorn Studio Ltd,Rosethorn Studio Ltd - 01.json,2,collision_numbered,False,23874,1771591292.4291353
Rosethorn Studio Ltd - 02.json,Rosethorn Studio Ltd,Rosethorn Studio Ltd - 02.json,2,collision_numbered,False,23819,1726855025.0
SAINT GIOVANNI DE LA MODE Ltd - 01.json,SAINT GIOVANNI DE LA MODE Ltd,SAINT GIOVANNI DE LA MODE Ltd - 01.json,2,collision_numbered,False,214827,1771591442.2663746
SAINT GIOVANNI DE LA MODE Ltd - 02.json,SAINT GIOVANNI DE LA MODE Ltd,SAINT GIOVANNI DE LA MODE Ltd - 02.json,2,collision_numbered,False,215076,1726256746.0
Sanataire Ltd.json,Sanataire Ltd,Sanataire Ltd.json,1,unique,False,1933676,1771591442.3499691
SHAKESPEARES SHEPHERD HUTS Ltd - 01.json,SHAKESPEARES SHEPHERD HUTS Ltd,SHAKESPEARES SHEPHERD HUTS Ltd - 01.json,3,collision_numbered,False,697891,1719308458.0
Simply Local Richmond Ltd - 01.json,Simply Local Richmond Ltd,Simply Local Richmond Ltd - 01.json,3,collision_numbered,False,3906547,1752744543.0
Simply Local Richmond Ltd - 02.json,Simply Local Richmond Ltd,Simply Local Richmond Ltd - 02.json,3,collision_numbered,False,178615,1701507677.0
Sloppy Coffee Ltd.json,Sloppy Coffee Ltd,Sloppy Coffee Ltd.json,1,unique,False,1164789,1773395435.0
Smith Trades Ltd.json,Smith Trades Ltd,Smith Trades Ltd.json,1,unique,False,2620011,1722333349.0
Smithstrade Ltd - 01.json,Smithstrade Ltd,Smithstrade Ltd - 01.json,3,collision_numbered,False,195857,1720104143.0
Smithstrade Ltd - 02.json,Smithstrade Ltd,Smithstrade Ltd - 02.json,3,collision_numbered,False,218991,1771591442.4316974
Smithstrade Ltd - 03.json,Smithstrade Ltd,Smithstrade Ltd - 03.json,3,collision_numbered,False,219013,1726256750.0
Snaan Limited.json,Snaan Limited,Snaan Limited.json,1,unique,False,520575,1777476863.0
Sorin&George Ltd.json,Sorin&George Ltd,Sorin&George Ltd.json,1,unique,False,2921655,1778056317.0
South Coast - 01.json,South Coast,South Coast - 01.json,4,collision_numbered,False,195510,1726832564.0
South Coast - 02.json,South Coast,South Coast - 02.json,4,collision_numbered,False,212732,1726855026.0
South Coast - 03.json,South Coast,South Coast - 03.json,4,collision_numbered,False,212469,1752749570.0
South Coast - 04.json,South Coast,South Coast - 04.json,4,collision_numbered,False,1239278,1771591442.4431772
Steerlux.json,Steerlux,Steerlux.json,1,unique,False,29354,1777016836.0
Stevnson Property Services Ltd.json,Stevnson Property Services Ltd,Stevnson Property Services Ltd.json,1,unique,False,212750,1771591442.4691193
Strike Club.json,Strike Club,Strike Club.json,1,unique,False,818189,1721380113.0
Taylor Floristry Ltd - 01.json,Taylor Floristry Ltd,Taylor Floristry Ltd - 01.json,2,collision_numbered,False,3100686,1778148337.0
Taylor Floristry Ltd - 02.json,Taylor Floristry Ltd,Taylor Floristry Ltd - 02.json,2,collision_numbered,False,2979779,1777039186.0
Tradedesk Team Ltd - 01.json,Tradedesk Team Ltd,Tradedesk Team Ltd - 01.json,3,collision_numbered,False,766192,1719503700.0
Upper6th Consultancy Limited.json,Upper6th Consultancy Limited,Upper6th Consultancy Limited.json,1,unique,False,9027473,1778493751.0
Vageman Fish Limited.json,Vageman Fish Limited,Vageman Fish Limited.json,1,unique,False,525096,1771591293.062852
White Canvas - 01.json,White Canvas,White Canvas - 01.json,2,collision_numbered,False,66229,1752744647.0
White Canvas - 02.json,White Canvas,White Canvas - 02.json,2,collision_numbered,False,68316,1771591293.2123396
WHITE ROCK TRADING Limited.json,WHITE ROCK TRADING Limited,WHITE ROCK TRADING Limited.json,1,unique,False,770642,1771591293.1122353
Wye Valley Catering - 01.json,Wye Valley Catering,Wye Valley Catering - 01.json,3,collision_numbered,False,4857371,1726044057.0
Wye Valley Catering - 02.json,Wye Valley Catering,Wye Valley Catering - 02.json,3,collision_numbered,False,7821333,1771591443.0658517
Wye Valley Catering - 03.json,Wye Valley Catering,Wye Valley Catering - 03.json,3,collision_numbered,False,7841305,1726256762.0
Zainobu Limited - 01.json,Zainobu Limited,Zainobu Limited - 01.json,2,collision_numbered,False,207608,1722931896.0
Zainobu Limited - 02.json,Zainobu Limited,Zainobu Limited - 02.json,2,collision_numbered,False,424722,1771591293.3117726
