original_filename,clean_company_name,proposed_filename,collision_group_size,collision_status,would_rename,file_size,last_modified
CoreERP Solutions - 02.json,CoreERP Solutions,CoreERP Solutions - 02.json,2,collision_numbered,False,731931,1771591375.329066
Crazy Daisy's.json,Crazy Daisy's,Crazy Daisy's.json,1,unique,False,175843,1752744996.0
Creative Plus Media Ltd.json,Creative Plus Media Ltd,Creative Plus Media Ltd.json,1,unique,False,1825249,1771591290.329964
Creativo Oculus.json,Creativo Oculus,Creativo Oculus.json,1,unique,False,2067089,1746197827.0
Crownstep Limited.json,Crownstep Limited,Crownstep Limited.json,1,unique,False,181629,1719909598.0
Crunch Group Ltd - 01.json,Crunch Group Ltd,Crunch Group Ltd - 01.json,3,collision_numbered,False,333316,1724401008.0
Crunch Group Ltd - 02.json,Crunch Group Ltd,Crunch Group Ltd - 02.json,3,collision_numbered,False,519267,1771591375.6365504
Crunch Group Ltd - 03.json,Crunch Group Ltd,Crunch Group Ltd - 03.json,3,collision_numbered,False,517302,1726256725.0
CS Sport - 01.json,CS Sport,CS Sport - 01.json,3,collision_numbered,False,2096380,1721989336.0
CS Sport - 02.json,CS Sport,CS Sport - 02.json,3,collision_numbered,False,3314430,1771591372.887716
CS Sport - 03.json,CS Sport,CS Sport - 03.json,3,collision_numbered,False,3310794,1726256725.0
CS Sports.json,CS Sports,CS Sports.json,1,unique,False,181821,1746006665.0
Csi Interiors.json,Csi Interiors,Csi Interiors.json,1,unique,False,189003,1719909956.0
Custom Car Paint Ltd.json,Custom Car Paint Ltd,Custom Car Paint Ltd.json,1,unique,False,573576,1771591290.329964
D & C Couriers Ltd.json,D & C Couriers Ltd,D & C Couriers Ltd.json,1,unique,False,223776,1775721865.0
D&C Couriers Limited - 01.json,D&C Couriers Limited,D&C Couriers Limited - 01.json,3,collision_numbered,False,80206,1723628130.0
D&C Couriers Limited - 02.json,D&C Couriers Limited,D&C Couriers Limited - 02.json,3,collision_numbered,False,122654,1726855020.0
D&C Couriers Limited - 03.json,D&C Couriers Limited,D&C Couriers Limited - 03.json,3,collision_numbered,False,126344,1726256725.0
D&C Couriers Ltd - 01.json,D&C Couriers Ltd,D&C Couriers Ltd - 01.json,4,collision_numbered,False,268151,1748945633.0
D&C Couriers Ltd - 02.json,D&C Couriers Ltd,D&C Couriers Ltd - 02.json,4,collision_numbered,False,261703,1771591290.3630726
D&C Couriers Ltd - 03.json,D&C Couriers Ltd,D&C Couriers Ltd - 03.json,4,collision_numbered,False,263918,1771591290.3630726
D&C Couriers Ltd - 04.json,D&C Couriers Ltd,D&C Couriers Ltd - 04.json,4,collision_numbered,False,1878802,1771591290.347479
D&C Couriers.json,D&C Couriers,D&C Couriers.json,1,unique,False,257401,1731938225.0
DAR Hire London Ltd.json,DAR Hire London Ltd,DAR Hire London Ltd.json,1,unique,False,1520460,1776857163.0
Data4est Ltd - 01.json,Data4est Ltd,Data4est Ltd - 01.json,3,collision_numbered,False,188690,1719910262.0
Data4est Ltd - 02.json,Data4est Ltd,Data4est Ltd - 02.json,3,collision_numbered,False,211859,1771591376.903501
Data4est Ltd - 03.json,Data4est Ltd,Data4est Ltd - 03.json,3,collision_numbered,False,212158,1726256725.0
Davaro Limited.json,Davaro Limited,Davaro Limited.json,1,unique,False,769456,1771591290.3965106
Del Castillo Latin Productions Ltd.json,Del Castillo Latin Productions Ltd,Del Castillo Latin Productions Ltd.json,1,unique,False,107276,1746549197.0
Delche Gaming Ltd.json,Delche Gaming Ltd,Delche Gaming Ltd.json,1,unique,False,3122033,1742814456.0
Deli Ice Limited - 01.json,Deli Ice Limited,Deli Ice Limited - 01.json,2,collision_numbered,False,2653740,1721637584.0
Deli Ice Limited - 02.json,Deli Ice Limited,Deli Ice Limited - 02.json,2,collision_numbered,False,4234895,1771591377.0864353
Deluxe Lounge - 01.json,Deluxe Lounge,Deluxe Lounge - 01.json,2,collision_numbered,False,4002170,1721217162.0
Deluxe Lounge - 02.json,Deluxe Lounge,Deluxe Lounge - 02.json,2,collision_numbered,False,6373248,1771591378.2528744
Denteuropa Limited.json,Denteuropa Limited,Denteuropa Limited.json,1,unique,False,184298,1719910598.0
Dentouch Limited.json,Dentouch Limited,Dentouch Limited.json,1,unique,False,3973320,1725528271.0
DHG E-Commerce Ltd.json,DHG E-Commerce Ltd,DHG E-Commerce Ltd.json,1,unique,False,4171816,1747739703.0
DIAMOND BRICKWORK AND GROUNDWORKS Ltd.json,DIAMOND BRICKWORK AND GROUNDWORKS Ltd,DIAMOND BRICKWORK AND GROUNDWORKS Ltd.json,1,unique,False,1525231,1747393680.0
Differencesnotdisabilities.json,Differencesnotdisabilities,Differencesnotdisabilities.json,1,unique,False,2244641,1775808648.0
Diva Hair Studio Ltd.json,Diva Hair Studio Ltd,Diva Hair Studio Ltd.json,1,unique,False,742313,1771591290.4300144
DJC Trading Spirits Ltd.json,DJC Trading Spirits Ltd,DJC Trading Spirits Ltd.json,1,unique,False,968897,1722268523.0
DKC Menswear Ltd.json,DKC Menswear Ltd,DKC Menswear Ltd.json,1,unique,False,1009880,1776246499.0
DLC Lighting Limited.json,DLC Lighting Limited,DLC Lighting Limited.json,1,unique,False,180265,1719911806.0
DLC Lighting Ltd - 01.json,DLC Lighting Ltd,DLC Lighting Ltd - 01.json,2,collision_numbered,False,1355321,1720188538.0
DLC Lighting Ltd - 02.json,DLC Lighting Ltd,DLC Lighting Ltd - 02.json,2,collision_numbered,False,2164376,1771591376.1702538
Dottie Dances Ltd.json,Dottie Dances Ltd,Dottie Dances Ltd.json,1,unique,False,958567,1771591290.4300144
Drillskillz Consults Limited - 01.json,Drillskillz Consults Limited,Drillskillz Consults Limited - 01.json,4,collision_numbered,False,711941,1752745322.0
Drillskillz Consults Limited - 02.json,Drillskillz Consults Limited,Drillskillz Consults Limited - 02.json,4,collision_numbered,False,712117,1719569507.0
Drillskillz Consults Limited - 03.json,Drillskillz Consults Limited,Drillskillz Consults Limited - 03.json,4,collision_numbered,False,1141185,1771591380.044533
Drillskillz Consults Limited - 04.json,Drillskillz Consults Limited,Drillskillz Consults Limited - 04.json,4,collision_numbered,False,1144472,1726256727.0
DRIVESNAP Limited.json,DRIVESNAP Limited,DRIVESNAP Limited.json,1,unique,False,632819,1747229427.0
DRP Decorators Ltd.json,DRP Decorators Ltd,DRP Decorators Ltd.json,1,unique,False,383097,1772300591.0
DTS Materials Ltd - 01.json,DTS Materials Ltd,DTS Materials Ltd - 01.json,2,collision_numbered,False,190836,1719912046.0
DTS Materials Ltd - 02.json,DTS Materials Ltd,DTS Materials Ltd - 02.json,2,collision_numbered,False,214833,1771591376.819488
Due Auto Motive Ltd.json,Due Auto Motive Ltd,Due Auto Motive Ltd.json,1,unique,False,1463652,1771591290.4465146
Dybo Travel Limited.json,Dybo Travel Limited,Dybo Travel Limited.json,1,unique,False,307278,1771591290.4465146
E & R IRVING FISHMONGERS Ltd.json,E & R IRVING FISHMONGERS Ltd,E & R IRVING FISHMONGERS Ltd.json,1,unique,False,445816,1779176788.0
E-gener8.com - 01.json,E-gener8.com,E-gener8.com - 01.json,2,collision_numbered,False,3008119,1725877351.0
E-gener8.com - 02.json,E-gener8.com,E-gener8.com - 02.json,2,collision_numbered,False,4771993,1771591380.668316
Echo & Ink.json,Echo & Ink,Echo & Ink.json,1,unique,False,406800,1778226843.0
ECO HOME ENHANCEMENTS Ltd.json,ECO HOME ENHANCEMENTS Ltd,ECO HOME ENHANCEMENTS Ltd.json,1,unique,False,1061339,1748358849.0
ED MUNIZ SERVICES Ltd.json,ED MUNIZ SERVICES Ltd,ED MUNIZ SERVICES Ltd.json,1,unique,False,815866,1747148288.0
Elar One Ltd.json,Elar One Ltd,Elar One Ltd.json,1,unique,False,785860,1771591290.4799643
ELIJA Limited.json,ELIJA Limited,ELIJA Limited.json,1,unique,False,3397559,1774430950.0
Ellevate Limited - 01.json,Ellevate Limited,Ellevate Limited - 01.json,6,collision_numbered,False,484945,1752749517.0
Ellevate Limited - 02.json,Ellevate Limited,Ellevate Limited - 02.json,6,collision_numbered,False,477810,1749118466.0
Ellevate Limited - 03.json,Ellevate Limited,Ellevate Limited - 03.json,6,collision_numbered,False,492868,1746186038.0
Ellevate Limited - 04.json,Ellevate Limited,Ellevate Limited - 04.json,6,collision_numbered,False,488883,1745838797.0
Ellevate Limited - 05.json,Ellevate Limited,Ellevate Limited - 05.json,6,collision_numbered,False,494067,1746091965.0
Ellevate Limited - 06.json,Ellevate Limited,Ellevate Limited - 06.json,6,collision_numbered,False,488038,1771591381.9502244
Ellevate Ltd.json,Ellevate Ltd,Ellevate Ltd.json,1,unique,False,484674,1747821206.0
Elm Pub Group Ltd TA As The Bull Inn - 01.json,Elm Pub Group Ltd TA As The Bull Inn,Elm Pub Group Ltd TA As The Bull Inn - 01.json,3,collision_numbered,False,387351,1725525128.0
Elm Pub Group Ltd TA As The Bull Inn - 02.json,Elm Pub Group Ltd TA As The Bull Inn,Elm Pub Group Ltd TA As The Bull Inn - 02.json,3,collision_numbered,False,609304,1771591381.9845817
Elm Pub Group Ltd TA As The Bull Inn - 03.json,Elm Pub Group Ltd TA As The Bull Inn,Elm Pub Group Ltd TA As The Bull Inn - 03.json,3,collision_numbered,False,609435,1726256727.0
Elpromotions Limited - 01.json,Elpromotions Limited,Elpromotions Limited - 01.json,3,collision_numbered,False,191975,1719912518.0
Elpromotions Limited - 02.json,Elpromotions Limited,Elpromotions Limited - 02.json,3,collision_numbered,False,214653,1771591382.4683256
Elpromotions Limited - 03.json,Elpromotions Limited,Elpromotions Limited - 03.json,3,collision_numbered,False,215061,1726256727.0
Els Management Ltd - 01.json,Els Management Ltd,Els Management Ltd - 01.json,4,collision_numbered,False,2537150,1725954455.0
Els Management Ltd - 02.json,Els Management Ltd,Els Management Ltd - 02.json,4,collision_numbered,False,3907468,1726855020.0
Els Management Ltd - 03.json,Els Management Ltd,Els Management Ltd - 03.json,4,collision_numbered,False,4103892,1771591290.562616
Els Management Ltd - 04.json,Els Management Ltd,Els Management Ltd - 04.json,4,collision_numbered,False,3907966,1726855020.0
Elsco Private Limited - 01.json,Elsco Private Limited,Elsco Private Limited - 01.json,3,collision_numbered,False,189975,1719912587.0
Elsco Private Limited - 02.json,Elsco Private Limited,Elsco Private Limited - 02.json,3,collision_numbered,False,213356,1771591384.8841207
Elsco Private Limited - 03.json,Elsco Private Limited,Elsco Private Limited - 03.json,3,collision_numbered,False,213808,1726256727.0
EMP MOTORS Ltd.json,EMP MOTORS Ltd,EMP MOTORS Ltd.json,1,unique,False,2222746,1771591290.4799643
Ephos Group.json,Ephos Group,Ephos Group.json,1,unique,False,722219,1722525702.0
Equinim.json,Equinim,Equinim.json,1,unique,False,3362428,1776687565.0
Erfan Carpet.json,Erfan Carpet,Erfan Carpet.json,1,unique,False,448803,1771591290.563233
Evopure Ltd.json,Evopure Ltd,Evopure Ltd.json,1,unique,False,1273296,1771591290.563233
Faith & Love Nursery Ltd.json,Faith & Love Nursery Ltd,Faith & Love Nursery Ltd.json,1,unique,False,1508468,1771591290.646454
Farm To Fridge Ltd.json,Farm To Fridge Ltd,Farm To Fridge Ltd.json,1,unique,False,2983885,1771591290.646454
Firstunicorn Ltd.json,Firstunicorn Ltd,Firstunicorn Ltd.json,1,unique,False,17727,1778493354.0
Flight Training Essex Ltd - 01.json,Flight Training Essex Ltd,Flight Training Essex Ltd - 01.json,2,collision_numbered,False,193131,1719912760.0
Flight Training Essex Ltd - 02.json,Flight Training Essex Ltd,Flight Training Essex Ltd - 02.json,2,collision_numbered,False,426316,1771591390.066121
Foolgood Salons Ltd.json,Foolgood Salons Ltd,Foolgood Salons Ltd.json,1,unique,False,840861,1771591290.6633844
Forty3 Media.json,Forty3 Media,Forty3 Media.json,1,unique,False,4084650,1771591290.6798022
Four Paws - 01.json,Four Paws,Four Paws - 01.json,2,collision_numbered,False,4062110,1771591395.9307733
Four Paws - 02.json,Four Paws,Four Paws - 02.json,2,collision_numbered,False,5535306,1771591396.1141357
Four Paws Walking And Training Limited.json,Four Paws Walking And Training Limited,Four Paws Walking And Training Limited.json,1,unique,False,4013366,1771591290.7131095
Four Paws Walking And Training Ltd - 01.json,Four Paws Walking And Training Ltd,Four Paws Walking And Training Ltd - 01.json,6,collision_numbered,False,1361799,1763025909.0
Four Paws Walking And Training Ltd - 02.json,Four Paws Walking And Training Ltd,Four Paws Walking And Training Ltd - 02.json,6,collision_numbered,False,160682,1744125424.0
Four Paws Walking And Training Ltd - 03.json,Four Paws Walking And Training Ltd,Four Paws Walking And Training Ltd - 03.json,6,collision_numbered,False,4347359,1724402698.0
Four Paws Walking And Training Ltd - 04.json,Four Paws Walking And Training Ltd,Four Paws Walking And Training Ltd - 04.json,6,collision_numbered,False,6730302,1726855021.0
Four Paws Walking And Training Ltd - 05.json,Four Paws Walking And Training Ltd,Four Paws Walking And Training Ltd - 05.json,6,collision_numbered,False,6941058,1771591392.2319765
Four Paws Walking And Training Ltd - 06.json,Four Paws Walking And Training Ltd,Four Paws Walking And Training Ltd - 06.json,6,collision_numbered,False,6290423,1726855021.0
Four The Willows Ltd - 01.json,Four The Willows Ltd,Four The Willows Ltd - 01.json,2,collision_numbered,False,180693,1719912888.0
Four The Willows Ltd - 02.json,Four The Willows Ltd,Four The Willows Ltd - 02.json,2,collision_numbered,False,203044,1771591396.3732667
French Sole Limited.json,French Sole Limited,French Sole Limited.json,1,unique,False,1114151,1735897175.0
French Sole Ltd - 01.json,French Sole Ltd,French Sole Ltd - 01.json,4,collision_numbered,False,71216,1719914135.0
French Sole Ltd - 02.json,French Sole Ltd,French Sole Ltd - 02.json,4,collision_numbered,False,73560,1771591290.7791936
French Sole Ltd - 03.json,French Sole Ltd,French Sole Ltd - 03.json,4,collision_numbered,False,79218,1771591396.4576683
French Sole Ltd - 04.json,French Sole Ltd,French Sole Ltd - 04.json,4,collision_numbered,False,79094,1726256730.0
FS Fashionista Ltd - 01.json,FS Fashionista Ltd,FS Fashionista Ltd - 01.json,2,collision_numbered,False,9573107,1719304796.0
FS Fashionista Ltd - 02.json,FS Fashionista Ltd,FS Fashionista Ltd - 02.json,2,collision_numbered,False,15343539,1771591385.1739223
FT Fitness Ltd.json,FT Fitness Ltd,FT Fitness Ltd.json,1,unique,False,4167733,1771591290.6459332
Fugazzo Trading Limited.json,Fugazzo Trading Limited,Fugazzo Trading Limited.json,1,unique,False,273320,1722587992.0
Funk Up Events Limited.json,Funk Up Events Limited,Funk Up Events Limited.json,1,unique,False,2231522,1776153721.0
Furfamilyfair Ltd - 01.json,Furfamilyfair Ltd,Furfamilyfair Ltd - 01.json,3,collision_numbered,False,1438842,1721635839.0
Furfamilyfair Ltd - 02.json,Furfamilyfair Ltd,Furfamilyfair Ltd - 02.json,3,collision_numbered,False,2278668,1771591396.5304804
